id,modulo,resposta_correta
772,Estatuto Geral das Guardas Municipais,A
773,Estatuto Geral das Guardas Municipais,D
774,Estatuto Geral das Guardas Municipais,B
775,Estatuto Geral das Guardas Municipais,A
776,Estatuto Geral das Guardas Municipais,D
777,Estatuto Geral das Guardas Municipais,D
778,Estatuto Geral das Guardas Municipais,B
779,Estatuto Geral das Guardas Municipais,B
780,Estatuto Geral das Guardas Municipais,B
781,Estatuto Geral das Guardas Municipais,B
782,Estatuto Geral das Guardas Municipais,D
783,Estatuto Geral das Guardas Municipais,A
784,Estatuto Geral das Guardas Municipais,D
785,Estatuto Geral das Guardas Municipais,A
786,Estatuto Geral das Guardas Municipais,D
787,Estatuto Geral das Guardas Municipais,B
788,Estatuto Geral das Guardas Municipais,A
789,Estatuto Geral das Guardas Municipais,B
790,Estatuto Geral das Guardas Municipais,D
791,Estatuto Geral das Guardas Municipais,C
792,Estatuto Geral das Guardas Municipais,D
793,Estatuto Geral das Guardas Municipais,A
794,Estatuto Geral das Guardas Municipais,D
795,Estatuto Geral das Guardas Municipais,C
796,Estatuto Geral das Guardas Municipais,D
797,Estatuto Geral das Guardas Municipais,B
798,Estatuto Geral das Guardas Municipais,B
799,Estatuto Geral das Guardas Municipais,B
800,Estatuto Geral das Guardas Municipais,B
801,Estatuto Geral das Guardas Municipais,C
802,Estatuto Geral das Guardas Municipais,B
803,Estatuto Geral das Guardas Municipais,A
804,Estatuto Geral das Guardas Municipais,D
805,Estatuto Geral das Guardas Municipais,D
806,Estatuto Geral das Guardas Municipais,B
807,Estatuto Geral das Guardas Municipais,A
808,Estatuto Geral das Guardas Municipais,D
809,Estatuto Geral das Guardas Municipais,D
810,Estatuto Geral das Guardas Municipais,B
811,Estatuto Geral das Guardas Municipais,C
812,Estatuto Geral das Guardas Municipais,C
813,Estatuto Geral das Guardas Municipais,B
814,Estatuto Geral das Guardas Municipais,B
815,Estatuto Geral das Guardas Municipais,B
816,Estatuto Geral das Guardas Municipais,D
817,Estatuto Geral das Guardas Municipais,A
818,Estatuto Geral das Guardas Municipais,B
819,Estatuto Geral das Guardas Municipais,D
820,Estatuto Geral das Guardas Municipais,C
821,Estatuto Geral das Guardas Municipais,B
822,Estatuto Geral das Guardas Municipais,B
823,Estatuto Geral das Guardas Municipais,A
824,Estatuto Geral das Guardas Municipais,C
825,Estatuto Geral das Guardas Municipais,A
826,Estatuto Geral das Guardas Municipais,B
827,Estatuto Geral das Guardas Municipais,A
828,Estatuto Geral das Guardas Municipais,C
829,Estatuto Geral das Guardas Municipais,D
830,Estatuto Geral das Guardas Municipais,A
831,Estatuto Geral das Guardas Municipais,A
832,Estatuto Geral das Guardas Municipais,B
833,Estatuto Geral das Guardas Municipais,B
834,Estatuto Geral das Guardas Municipais,B
835,Estatuto Geral das Guardas Municipais,D
836,Estatuto Geral das Guardas Municipais,C
837,Estatuto Geral das Guardas Municipais,D
838,Estatuto Geral das Guardas Municipais,B
839,Estatuto Geral das Guardas Municipais,B
840,Estatuto Geral das Guardas Municipais,C
841,Estatuto Geral das Guardas Municipais,B
842,Estatuto Geral das Guardas Municipais,A
843,Estatuto Geral das Guardas Municipais,C
844,Estatuto Geral das Guardas Municipais,A
845,Estatuto Geral das Guardas Municipais,A
846,Estatuto Geral das Guardas Municipais,D
847,Estatuto Geral das Guardas Municipais,A
848,Estatuto Geral das Guardas Municipais,D
849,Estatuto Geral das Guardas Municipais,D
850,Estatuto Geral das Guardas Municipais,D
851,Estatuto Geral das Guardas Municipais,C
852,Estatuto Geral das Guardas Municipais,A
853,Estatuto Geral das Guardas Municipais,A
854,Estatuto Geral das Guardas Municipais,A
855,Estatuto Geral das Guardas Municipais,D
856,Estatuto Geral das Guardas Municipais,A
857,Estatuto Geral das Guardas Municipais,D
858,Estatuto Geral das Guardas Municipais,B
859,Estatuto Geral das Guardas Municipais,A
860,Estatuto Geral das Guardas Municipais,B
861,Estatuto Geral das Guardas Municipais,B
862,Estatuto Geral das Guardas Municipais,A
863,Estatuto Geral das Guardas Municipais,D
864,Estatuto Geral das Guardas Municipais,D
865,Estatuto Geral das Guardas Municipais,A
866,Estatuto Geral das Guardas Municipais,B
867,Estatuto Geral das Guardas Municipais,B
868,Estatuto Geral das Guardas Municipais,A
869,Estatuto Geral das Guardas Municipais,D
870,Estatuto Geral das Guardas Municipais,D
871,Estatuto Geral das Guardas Municipais,A
872,Estatuto Geral das Guardas Municipais,B
873,Estatuto Geral das Guardas Municipais,D
874,Estatuto Geral das Guardas Municipais,A
875,Estatuto Geral das Guardas Municipais,C
876,Estatuto Geral das Guardas Municipais,A
877,Estatuto Geral das Guardas Municipais,A
878,Estatuto Geral das Guardas Municipais,C
879,Estatuto Geral das Guardas Municipais,B
880,Estatuto Geral das Guardas Municipais,A
881,Estatuto Geral das Guardas Municipais,A
882,Estatuto Geral das Guardas Municipais,D
883,Estatuto Geral das Guardas Municipais,A
884,Estatuto Geral das Guardas Municipais,D
885,Estatuto Geral das Guardas Municipais,B
886,Estatuto Geral das Guardas Municipais,D
887,Estatuto Geral das Guardas Municipais,B
888,Estatuto Geral das Guardas Municipais,B
889,Estatuto Geral das Guardas Municipais,D
890,Estatuto Geral das Guardas Municipais,D
891,Estatuto Geral das Guardas Municipais,A
892,Estatuto Geral das Guardas Municipais,A
893,Estatuto Geral das Guardas Municipais,A
894,Estatuto Geral das Guardas Municipais,B
895,Estatuto Geral das Guardas Municipais,D
896,Estatuto Geral das Guardas Municipais,A
897,Estatuto Geral das Guardas Municipais,C
898,Estatuto Geral das Guardas Municipais,C
899,Estatuto Geral das Guardas Municipais,C
900,Estatuto Geral das Guardas Municipais,B
901,Lei Complementar nº 05 de 2024,A
902,Lei Complementar nº 05 de 2024,A
903,Lei Complementar nº 05 de 2024,A
904,Lei Complementar nº 05 de 2024,C
905,Lei Complementar nº 05 de 2024,A
906,Lei Complementar nº 05 de 2024,A
907,Lei Complementar nº 05 de 2024,C
908,Lei Complementar nº 05 de 2024,A
909,Lei Complementar nº 05 de 2024,B
910,Lei Complementar nº 05 de 2024,D
911,Lei Complementar nº 05 de 2024,C
912,Lei Complementar nº 05 de 2024,A
913,Lei Complementar nº 05 de 2024,D
914,Lei Complementar nº 05 de 2024,B
915,Lei Complementar nº 05 de 2024,B
916,Lei Complementar nº 05 de 2024,C
917,Lei Complementar nº 05 de 2024,C
918,Lei Complementar nº 05 de 2024,C
919,Lei Complementar nº 05 de 2024,B
920,Lei Complementar nº 05 de 2024,D
921,Lei Complementar nº 05 de 2024,C
922,Lei Complementar nº 05 de 2024,A
923,Lei Complementar nº 05 de 2024,A
924,Lei Complementar nº 05 de 2024,A
925,Lei Complementar nº 05 de 2024,D
926,Lei Complementar nº 05 de 2024,B
927,Lei Complementar nº 05 de 2024,C
928,Lei Complementar nº 05 de 2024,A
929,Lei Complementar nº 05 de 2024,C
930,Lei Complementar nº 05 de 2024,D
931,Lei Complementar nº 05 de 2024,C
932,Lei Complementar nº 05 de 2024,C
933,Lei Complementar nº 05 de 2024,D
934,Lei Complementar nº 05 de 2024,A
935,Lei Complementar nº 05 de 2024,C
936,Lei Complementar nº 05 de 2024,C
937,Lei Complementar nº 05 de 2024,C
938,Lei Complementar nº 05 de 2024,C
939,Lei Complementar nº 05 de 2024,C
940,Lei Complementar nº 05 de 2024,D
941,Lei Complementar nº 05 de 2024,D
942,Lei Complementar nº 05 de 2024,C
943,Lei Complementar nº 05 de 2024,C
944,Lei Complementar nº 05 de 2024,A
945,Lei Complementar nº 05 de 2024,D
946,Lei Complementar nº 05 de 2024,D
947,Lei Complementar nº 05 de 2024,C
948,Lei Complementar nº 05 de 2024,C
949,Lei Complementar nº 05 de 2024,B
950,Lei Complementar nº 05 de 2024,D
951,Lei Complementar nº 05 de 2024,A
952,Lei Complementar nº 05 de 2024,A
953,Lei Complementar nº 05 de 2024,A
954,Lei Complementar nº 05 de 2024,B
955,Lei Complementar nº 05 de 2024,D
956,Lei Complementar nº 05 de 2024,A
957,Lei Complementar nº 05 de 2024,A
958,Lei Complementar nº 05 de 2024,B
959,Lei Complementar nº 05 de 2024,C
960,Lei Complementar nº 05 de 2024,C
961,Lei Complementar nº 05 de 2024,A
962,Lei Complementar nº 05 de 2024,C
963,Lei Complementar nº 05 de 2024,A
964,Lei Complementar nº 05 de 2024,C
965,Lei Complementar nº 05 de 2024,B
966,Lei Complementar nº 05 de 2024,C
967,Lei Complementar nº 05 de 2024,C
968,Lei Complementar nº 05 de 2024,D
969,Lei Complementar nº 05 de 2024,D
970,Lei Complementar nº 05 de 2024,C
971,Lei Complementar nº 05 de 2024,B
972,Lei Complementar nº 05 de 2024,C
973,Lei Complementar nº 05 de 2024,A
974,Lei Complementar nº 05 de 2024,D
975,Lei Complementar nº 05 de 2024,B
976,Lei Complementar nº 05 de 2024,D
977,Lei Complementar nº 05 de 2024,D
978,Lei Complementar nº 05 de 2024,A
979,Lei Complementar nº 05 de 2024,D
980,Lei Complementar nº 05 de 2024,D
981,Lei Complementar nº 05 de 2024,B
982,Lei Complementar nº 05 de 2024,D
983,Lei Complementar nº 05 de 2024,B
984,Lei Complementar nº 05 de 2024,A
985,Lei Complementar nº 05 de 2024,D
986,Lei Complementar nº 05 de 2024,C
987,Lei Complementar nº 05 de 2024,C
988,Lei Complementar nº 05 de 2024,B
989,Lei Complementar nº 05 de 2024,D
990,Lei Complementar nº 05 de 2024,C
991,Lei Complementar nº 05 de 2024,B
992,Lei Complementar nº 05 de 2024,B
993,Lei Complementar nº 05 de 2024,D
994,Lei Complementar nº 05 de 2024,C
995,Lei Complementar nº 05 de 2024,C
996,Lei Complementar nº 05 de 2024,C
997,Lei Complementar nº 05 de 2024,C
998,Lei Complementar nº 05 de 2024,A
999,Lei Complementar nº 05 de 2024,A
1000,Lei Complementar nº 05 de 2024,A
1001,Lei Complementar nº 05 de 2024,A
1002,Lei Complementar nº 05 de 2024,C
1003,Lei Complementar nº 05 de 2024,C
1004,Lei Complementar nº 05 de 2024,C
1005,Lei Complementar nº 05 de 2024,D
1006,Lei Complementar nº 05 de 2024,A
1007,Lei Complementar nº 05 de 2024,A
1008,Lei Complementar nº 05 de 2024,C
1009,Lei Complementar nº 05 de 2024,D
1010,Lei Complementar nº 05 de 2024,A
1011,Lei Complementar nº 05 de 2024,A
1012,Lei Complementar nº 05 de 2024,B
1013,Lei Complementar nº 05 de 2024,B
1014,Lei Complementar nº 05 de 2024,B
1015,Lei Complementar nº 05 de 2024,A
1016,Lei Complementar nº 05 de 2024,A
1017,Lei Complementar nº 05 de 2024,D
1018,Lei Complementar nº 05 de 2024,A
1019,Lei Complementar nº 05 de 2024,B
1020,Lei Complementar nº 05 de 2024,A
1021,Lei Complementar nº 05 de 2024,B
1022,Lei Complementar nº 05 de 2024,D
1023,Lei Complementar nº 05 de 2024,C
1024,Lei Complementar nº 05 de 2024,B
1025,Lei Complementar nº 05 de 2024,D
1026,Lei Complementar nº 05 de 2024,B
1027,Lei Complementar nº 05 de 2024,D
1028,Lei Complementar nº 05 de 2024,C
1029,Lei Complementar nº 05 de 2024,D
1030,Lei Complementar nº 05 de 2024,A
1031,Lei Complementar nº 05 de 2024,A
1032,Lei Complementar nº 05 de 2024,B
1033,Lei Complementar nº 05 de 2024,B
1034,Lei Complementar nº 05 de 2024,C
1035,Lei Complementar nº 05 de 2024,C
1036,Lei Complementar nº 05 de 2024,C
1037,Lei Complementar nº 05 de 2024,C
1038,Lei Complementar nº 05 de 2024,C
1039,Lei Complementar nº 05 de 2024,A
1040,Lei Complementar nº 05 de 2024,D
1041,Lei Complementar nº 05 de 2024,A
1042,Lei Complementar nº 05 de 2024,A
1043,Lei Complementar nº 05 de 2024,D
1044,Lei Complementar nº 05 de 2024,D
1045,Lei Complementar nº 05 de 2024,A
1046,Lei Complementar nº 05 de 2024,B
1047,Lei Complementar nº 05 de 2024,B
1048,Lei Complementar nº 05 de 2024,A
1049,Lei Complementar nº 05 de 2024,C
1050,Lei Complementar nº 05 de 2024,B
1051,Lei Complementar nº 05 de 2024,C
1052,Lei Complementar nº 05 de 2024,C
1053,Lei Complementar nº 05 de 2024,C
1054,Lei Complementar nº 05 de 2024,C
1055,Lei Complementar nº 05 de 2024,A
1056,Lei Complementar nº 05 de 2024,D
1057,Lei Complementar nº 05 de 2024,D
1058,Lei Complementar nº 05 de 2024,A
1059,Lei Complementar nº 05 de 2024,C
1060,Lei Complementar nº 05 de 2024,B
1061,Lei Complementar nº 05 de 2024,B
1062,Lei Complementar nº 05 de 2024,C
1063,Lei Complementar nº 05 de 2024,D
1064,Lei Complementar nº 05 de 2024,A
1065,Lei Complementar nº 05 de 2024,A
1066,Lei Complementar nº 05 de 2024,D
1067,Lei Complementar nº 05 de 2024,C
1068,Lei Complementar nº 05 de 2024,C
1069,Lei Complementar nº 05 de 2024,B
1070,Lei Complementar nº 05 de 2024,D
1071,Lei Complementar nº 05 de 2024,B
1072,Lei Complementar nº 05 de 2024,A
1073,Lei Complementar nº 05 de 2024,B
1074,Lei Complementar nº 05 de 2024,C
1075,Lei Complementar nº 05 de 2024,A
1076,Lei Complementar nº 05 de 2024,C
1077,Lei Complementar nº 05 de 2024,B
1078,Lei Complementar nº 05 de 2024,A
1079,Lei Complementar nº 05 de 2024,D
1080,Lei Complementar nº 05 de 2024,C
1081,Lei Complementar nº 05 de 2024,D
1082,Lei Complementar nº 05 de 2024,C
1083,Lei Complementar nº 05 de 2024,C
1084,Lei Complementar nº 05 de 2024,B
1085,Lei Complementar nº 05 de 2024,D
1086,Lei Complementar nº 05 de 2024,A
1087,Lei Complementar nº 05 de 2024,A
1088,Lei Complementar nº 05 de 2024,D
1089,Lei Complementar nº 05 de 2024,C
1090,Lei Complementar nº 05 de 2024,C
1091,Lei Complementar nº 05 de 2024,A
1092,Lei Complementar nº 05 de 2024,D
1093,Lei Complementar nº 05 de 2024,C
1094,Lei Complementar nº 05 de 2024,D
1095,Lei Complementar nº 05 de 2024,D
1096,Lei Complementar nº 05 de 2024,A
1097,Lei Complementar nº 05 de 2024,D
1098,Lei Complementar nº 05 de 2024,A
1099,Lei Complementar nº 05 de 2024,B
1100,Lei Complementar nº 05 de 2024,D
1101,Lei Complementar nº 05 de 2024,B
1102,Lei Complementar nº 05 de 2024,D
1103,Lei Complementar nº 05 de 2024,A
1104,Lei Complementar nº 05 de 2024,D
1105,Lei Complementar nº 05 de 2024,C
1106,Lei Complementar nº 05 de 2024,D
1107,Lei Complementar nº 05 de 2024,D
1108,Lei Complementar nº 05 de 2024,B
1109,Lei Complementar nº 05 de 2024,D
1110,Lei Complementar nº 05 de 2024,B
1111,Lei Complementar nº 05 de 2024,D
1112,Lei Complementar nº 05 de 2024,D
1113,Lei Complementar nº 05 de 2024,D
1114,Lei Complementar nº 05 de 2024,C
1115,Lei Complementar nº 05 de 2024,B
1116,Lei Complementar nº 05 de 2024,A
1117,Lei Complementar nº 05 de 2024,B
1118,Lei Complementar nº 05 de 2024,B
1119,Lei Complementar nº 05 de 2024,D
1120,Lei Complementar nº 05 de 2024,C
1121,Lei Complementar nº 05 de 2024,D
1122,Lei Complementar nº 05 de 2024,D
1123,Lei Complementar nº 05 de 2024,A
1124,Lei Complementar nº 05 de 2024,B
1125,Lei Complementar nº 05 de 2024,B
1126,Lei Complementar nº 05 de 2024,D
1127,Lei Complementar nº 05 de 2024,D
1128,Lei Complementar nº 05 de 2024,C
1129,Lei Complementar nº 05 de 2024,A
1130,Lei Complementar nº 05 de 2024,D
1131,Lei Complementar nº 05 de 2024,C
1132,Lei Complementar nº 05 de 2024,B
1133,Lei Complementar nº 05 de 2024,C
1134,Lei Complementar nº 05 de 2024,C
1135,Lei Complementar nº 05 de 2024,C
1136,Lei Complementar nº 05 de 2024,A
1137,Lei Complementar nº 05 de 2024,A
1138,Lei Complementar nº 05 de 2024,D
1139,Lei Complementar nº 05 de 2024,A
1140,Lei Complementar nº 05 de 2024,A
1141,Lei Complementar nº 05 de 2024,B
1142,Lei Complementar nº 05 de 2024,C
1143,Lei Complementar nº 05 de 2024,C
1144,Lei Complementar nº 05 de 2024,D
1145,Lei Complementar nº 05 de 2024,D
1146,Lei Complementar nº 05 de 2024,C
1147,Lei Complementar nº 05 de 2024,A
1148,Lei Complementar nº 05 de 2024,A
1149,Lei Complementar nº 05 de 2024,C
1150,Lei Complementar nº 05 de 2024,D
1151,Lei Complementar nº 05 de 2024,D
1152,Lei Complementar nº 05 de 2024,C
1153,Lei Complementar nº 05 de 2024,B
1154,Lei Complementar nº 05 de 2024,A
1155,Lei Complementar nº 05 de 2024,A
1156,Lei Complementar nº 05 de 2024,D
1157,Lei Complementar nº 05 de 2024,D
1158,Lei Complementar nº 05 de 2024,B
1159,Lei Complementar nº 05 de 2024,C
1160,Lei Complementar nº 05 de 2024,B
1161,Lei Complementar nº 05 de 2024,B
1162,Lei Complementar nº 05 de 2024,C
1163,Lei Complementar nº 05 de 2024,B
1164,Lei Complementar nº 05 de 2024,B
1165,Lei Complementar nº 05 de 2024,A
1166,Lei Complementar nº 05 de 2024,A
1167,Lei Complementar nº 05 de 2024,A
1168,Lei Complementar nº 05 de 2024,C
1169,Lei Complementar nº 05 de 2024,C
1170,Lei Complementar nº 05 de 2024,C
1171,Lei Complementar nº 05 de 2024,A
1172,Lei Complementar nº 05 de 2024,B
1173,Lei Complementar nº 05 de 2024,C
1174,Lei Complementar nº 05 de 2024,A
1175,Lei Complementar nº 05 de 2024,B
1176,Lei Complementar nº 05 de 2024,D
1177,Lei Complementar nº 05 de 2024,C
1178,Lei Complementar nº 05 de 2024,B
1179,Lei Complementar nº 05 de 2024,B
1180,Lei Complementar nº 05 de 2024,A
1181,Lei Complementar nº 05 de 2024,B
1182,Lei Complementar nº 05 de 2024,C
1183,Lei Complementar nº 05 de 2024,B
1184,Lei Complementar nº 05 de 2024,D
1185,Lei Complementar nº 05 de 2024,A
1186,Lei Complementar nº 05 de 2024,D
1187,Lei Complementar nº 05 de 2024,C
1188,Lei Complementar nº 05 de 2024,A
1189,Lei Complementar nº 05 de 2024,D
1190,Lei Complementar nº 05 de 2024,B
1191,Lei Complementar nº 05 de 2024,B
1192,Lei Complementar nº 05 de 2024,D
1193,Lei Complementar nº 05 de 2024,A
1194,Lei Complementar nº 05 de 2024,A
1195,Lei Complementar nº 05 de 2024,D
1196,Lei Complementar nº 05 de 2024,A
1197,Lei Complementar nº 05 de 2024,D
1198,Lei Complementar nº 05 de 2024,B
1199,Lei Complementar nº 05 de 2024,C
1200,Lei Complementar nº 05 de 2024,C
1201,Poder de Polícia Administrativa,B
1202,Poder de Polícia Administrativa,C
1203,Poder de Polícia Administrativa,D
1204,Poder de Polícia Administrativa,C
1205,Poder de Polícia Administrativa,A
1206,Poder de Polícia Administrativa,A
1207,Poder de Polícia Administrativa,B
1208,Poder de Polícia Administrativa,C
1209,Poder de Polícia Administrativa,C
1210,Poder de Polícia Administrativa,C
1211,Poder de Polícia Administrativa,A
1212,Poder de Polícia Administrativa,B
1213,Poder de Polícia Administrativa,A
1214,Poder de Polícia Administrativa,A
1215,Poder de Polícia Administrativa,C
1216,Poder de Polícia Administrativa,B
1217,Poder de Polícia Administrativa,B
1218,Poder de Polícia Administrativa,B
1219,Poder de Polícia Administrativa,B
1220,Poder de Polícia Administrativa,C
1221,Poder de Polícia Administrativa,A
1222,Poder de Polícia Administrativa,D
1223,Poder de Polícia Administrativa,C
1224,Poder de Polícia Administrativa,D
1225,Poder de Polícia Administrativa,C
1226,Poder de Polícia Administrativa,C
1227,Poder de Polícia Administrativa,A
1228,Poder de Polícia Administrativa,B
1229,Poder de Polícia Administrativa,C
1230,Poder de Polícia Administrativa,C
1231,Poder de Polícia Administrativa,C
1232,Poder de Polícia Administrativa,B
1233,Poder de Polícia Administrativa,B
1234,Poder de Polícia Administrativa,D
1235,Poder de Polícia Administrativa,D
1236,Poder de Polícia Administrativa,C
1237,Poder de Polícia Administrativa,A
1238,Poder de Polícia Administrativa,A
1239,Poder de Polícia Administrativa,D
1240,Poder de Polícia Administrativa,D
1241,Poder de Polícia Administrativa,B
1242,Poder de Polícia Administrativa,D
1243,Poder de Polícia Administrativa,D
1244,Poder de Polícia Administrativa,B
1245,Poder de Polícia Administrativa,D
1246,Poder de Polícia Administrativa,B
1247,Poder de Polícia Administrativa,C
1248,Poder de Polícia Administrativa,D
1249,Poder de Polícia Administrativa,C
1250,Poder de Polícia Administrativa,C
1251,Poder de Polícia Administrativa,A
1252,Poder de Polícia Administrativa,A
1253,Poder de Polícia Administrativa,C
1254,Poder de Polícia Administrativa,D
1255,Poder de Polícia Administrativa,A
1256,Poder de Polícia Administrativa,A
1257,Poder de Polícia Administrativa,D
1258,Poder de Polícia Administrativa,D
1259,Poder de Polícia Administrativa,C
1260,Poder de Polícia Administrativa,C
1261,Poder de Polícia Administrativa,B
1262,Poder de Polícia Administrativa,D
1263,Poder de Polícia Administrativa,A
1264,Poder de Polícia Administrativa,D
1265,Poder de Polícia Administrativa,A
1266,Poder de Polícia Administrativa,B
1267,Poder de Polícia Administrativa,A
1268,Poder de Polícia Administrativa,C
1269,Poder de Polícia Administrativa,B
1270,Poder de Polícia Administrativa,D
1271,Poder de Polícia Administrativa,A
1272,Poder de Polícia Administrativa,D
1273,Poder de Polícia Administrativa,D
1274,Poder de Polícia Administrativa,B
1275,Poder de Polícia Administrativa,B
1276,Poder de Polícia Administrativa,A
1277,Poder de Polícia Administrativa,D
1278,Poder de Polícia Administrativa,B
1279,Poder de Polícia Administrativa,B
1280,Poder de Polícia Administrativa,B
1281,Poder de Polícia Administrativa,D
1282,Poder de Polícia Administrativa,A
1283,Poder de Polícia Administrativa,A
1284,Poder de Polícia Administrativa,C
1285,Poder de Polícia Administrativa,A
1286,Poder de Polícia Administrativa,D
1287,Poder de Polícia Administrativa,D
1288,Poder de Polícia Administrativa,B
1289,Poder de Polícia Administrativa,C
1290,Poder de Polícia Administrativa,C
1291,Poder de Polícia Administrativa,C
1292,Poder de Polícia Administrativa,A
1293,Poder de Polícia Administrativa,A
1294,Poder de Polícia Administrativa,D
1295,Poder de Polícia Administrativa,C
1296,Poder de Polícia Administrativa,B
1297,Poder de Polícia Administrativa,B
1298,Poder de Polícia Administrativa,D
1299,Poder de Polícia Administrativa,B
1300,Poder de Polícia Administrativa,D
1301,Poder de Polícia Administrativa,A
1302,Poder de Polícia Administrativa,C
1303,Poder de Polícia Administrativa,A
1304,Poder de Polícia Administrativa,B
1305,Poder de Polícia Administrativa,A
1306,Poder de Polícia Administrativa,B
1307,Poder de Polícia Administrativa,B
1308,Poder de Polícia Administrativa,C
1309,Poder de Polícia Administrativa,B
1310,Poder de Polícia Administrativa,D
1311,Poder de Polícia Administrativa,A
1312,Poder de Polícia Administrativa,C
1313,Poder de Polícia Administrativa,B
1314,Poder de Polícia Administrativa,A
1315,Poder de Polícia Administrativa,B
1316,Poder de Polícia Administrativa,B
1317,Poder de Polícia Administrativa,A
1318,Poder de Polícia Administrativa,D
1319,Poder de Polícia Administrativa,D
1320,Poder de Polícia Administrativa,D
1321,Poder de Polícia Administrativa,D
1322,Poder de Polícia Administrativa,C
1323,Poder de Polícia Administrativa,B
1324,Poder de Polícia Administrativa,A
1325,Poder de Polícia Administrativa,A
1326,Poder de Polícia Administrativa,C
1327,Poder de Polícia Administrativa,D
1328,Poder de Polícia Administrativa,C
1329,Poder de Polícia Administrativa,D
1330,Poder de Polícia Administrativa,D
1331,Poder de Polícia Administrativa,C
1332,Poder de Polícia Administrativa,D
1333,Poder de Polícia Administrativa,A
1334,Poder de Polícia Administrativa,C
1335,Poder de Polícia Administrativa,B
1336,Poder de Polícia Administrativa,B
1337,Poder de Polícia Administrativa,D
1338,Poder de Polícia Administrativa,B
1339,Poder de Polícia Administrativa,A
1340,Poder de Polícia Administrativa,B
1341,Poder de Polícia Administrativa,D
1342,Poder de Polícia Administrativa,C
1343,Poder de Polícia Administrativa,B
1344,Poder de Polícia Administrativa,D
1345,Poder de Polícia Administrativa,A
1346,Poder de Polícia Administrativa,C
1347,Poder de Polícia Administrativa,C
1348,Poder de Polícia Administrativa,C
1349,Poder de Polícia Administrativa,D
1350,Poder de Polícia Administrativa,D
1351,Poder de Polícia Administrativa,D
1352,Poder de Polícia Administrativa,D
1353,Poder de Polícia Administrativa,D
1354,Poder de Polícia Administrativa,B
1355,Poder de Polícia Administrativa,B
1356,Poder de Polícia Administrativa,B
1357,Poder de Polícia Administrativa,A
1358,Poder de Polícia Administrativa,C
1359,Poder de Polícia Administrativa,B
1360,Poder de Polícia Administrativa,A
1361,Poder de Polícia Administrativa,A
1362,Poder de Polícia Administrativa,B
1363,Poder de Polícia Administrativa,A
1364,Poder de Polícia Administrativa,B
1365,Poder de Polícia Administrativa,D
1366,Poder de Polícia Administrativa,A
1367,Poder de Polícia Administrativa,A
1368,Poder de Polícia Administrativa,D
1369,Poder de Polícia Administrativa,B
1370,Poder de Polícia Administrativa,D
1371,Poder de Polícia Administrativa,D
1372,Poder de Polícia Administrativa,D
1373,Poder de Polícia Administrativa,C
1374,Poder de Polícia Administrativa,C
1375,Poder de Polícia Administrativa,D
1376,Poder de Polícia Administrativa,B
1377,Poder de Polícia Administrativa,B
1378,Poder de Polícia Administrativa,A
1379,Poder de Polícia Administrativa,D
1380,Poder de Polícia Administrativa,A
1381,Poder de Polícia Administrativa,B
1382,Poder de Polícia Administrativa,B
1383,Poder de Polícia Administrativa,A
1384,Poder de Polícia Administrativa,D
1385,Poder de Polícia Administrativa,A
1386,Poder de Polícia Administrativa,C
1387,Poder de Polícia Administrativa,C
1388,Poder de Polícia Administrativa,B
1389,Poder de Polícia Administrativa,A
1390,Poder de Polícia Administrativa,A
1391,Poder de Polícia Administrativa,A
1392,Poder de Polícia Administrativa,B
1393,Poder de Polícia Administrativa,A
1394,Poder de Polícia Administrativa,B
1395,Poder de Polícia Administrativa,C
1396,Poder de Polícia Administrativa,C
1397,Poder de Polícia Administrativa,A
1398,Poder de Polícia Administrativa,A
1399,Poder de Polícia Administrativa,B
1400,Poder de Polícia Administrativa,B
1401,Poder de Polícia Administrativa,D
1402,Poder de Polícia Administrativa,B
1403,Poder de Polícia Administrativa,B
1404,Poder de Polícia Administrativa,A
1405,Poder de Polícia Administrativa,B
1406,Poder de Polícia Administrativa,C
1407,Poder de Polícia Administrativa,D
1408,Poder de Polícia Administrativa,B
1409,Poder de Polícia Administrativa,C
1410,Poder de Polícia Administrativa,A
1411,Poder de Polícia Administrativa,B
1412,Poder de Polícia Administrativa,D
1413,Poder de Polícia Administrativa,A
1414,Poder de Polícia Administrativa,A
1415,Poder de Polícia Administrativa,C
1416,Poder de Polícia Administrativa,A
1417,Poder de Polícia Administrativa,C
1418,Poder de Polícia Administrativa,D
1419,Poder de Polícia Administrativa,D
1420,Poder de Polícia Administrativa,B
1421,Poder de Polícia Administrativa,B
1422,Poder de Polícia Administrativa,B
1423,Poder de Polícia Administrativa,C
1424,Poder de Polícia Administrativa,D
1425,Poder de Polícia Administrativa,D
1426,Poder de Polícia Administrativa,A
1427,Poder de Polícia Administrativa,B
1428,Poder de Polícia Administrativa,B
1429,Poder de Polícia Administrativa,A
1430,Poder de Polícia Administrativa,D
1431,Poder de Polícia Administrativa,B
1432,Poder de Polícia Administrativa,B
1433,Poder de Polícia Administrativa,A
1434,Poder de Polícia Administrativa,A
1435,Poder de Polícia Administrativa,B
1436,Poder de Polícia Administrativa,A
1437,Poder de Polícia Administrativa,D
1438,Poder de Polícia Administrativa,B
1439,Poder de Polícia Administrativa,C
1440,Poder de Polícia Administrativa,C
1441,Poder de Polícia Administrativa,C
1442,Poder de Polícia Administrativa,D
1443,Poder de Polícia Administrativa,C
1444,Poder de Polícia Administrativa,B
